"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu May 23 17:26:56 GMT 2024","Thu May 23 17:26:56 GMT 2024","0","Platform","","Tracker filters tests","","","Milestone filter",""
"skipped","Thu May 23 17:25:24 GMT 2024","Thu May 23 17:25:24 GMT 2024","1","Platform","","contact tests","","","manage-templates",""
"passed","Thu May 23 17:23:02 GMT 2024","Thu May 23 17:23:06 GMT 2024","4246","Platform","","recruit tests","","","org-add-member",""
"passed","Thu May 23 17:22:56 GMT 2024","Thu May 23 17:22:59 GMT 2024","2681","Platform","","login test","","","check login with wrong user and if the button is disabled",""
"passed","Thu May 23 17:24:17 GMT 2024","Thu May 23 17:24:27 GMT 2024","9996","Platform","","Application tests","","","Comment stored after reload the page",""
"passed","Thu May 23 17:24:52 GMT 2024","Thu May 23 17:25:08 GMT 2024","15534","Platform","","candidate/talents tests","","","Merge contacts",""
"passed","Thu May 23 17:23:58 GMT 2024","Thu May 23 17:24:03 GMT 2024","5527","Platform","","Application tests","","","Change Done status",""
"passed","Thu May 23 17:29:27 GMT 2024","Thu May 23 17:29:36 GMT 2024","9057","Platform","","Tracker template tests","","","Create a Template",""
"passed","Thu May 23 17:26:09 GMT 2024","Thu May 23 17:26:29 GMT 2024","20393","Platform","","Tracker issue tests","","","Edit an issue",""
"passed","Thu May 23 17:30:25 GMT 2024","Thu May 23 17:30:29 GMT 2024","3465","Platform","","Workspace tests","","","Check validation steps description for the create flow",""
"passed","Thu May 23 17:29:16 GMT 2024","Thu May 23 17:29:27 GMT 2024","10614","Platform","","Relations","","","Remove relation be editing issue details",""
"passed","Thu May 23 17:22:51 GMT 2024","Thu May 23 17:22:56 GMT 2024","4783","Platform","","login test","","","check login",""
"passed","Thu May 23 17:21:58 GMT 2024","Thu May 23 17:22:03 GMT 2024","5176","Platform","","contact tests","","","create-company",""
"passed","Thu May 23 17:22:59 GMT 2024","Thu May 23 17:23:02 GMT 2024","3215","Platform","","login test","","","check if user is able to go to to recovery, then login and then signup",""
"passed","Thu May 23 17:26:29 GMT 2024","Thu May 23 17:26:39 GMT 2024","9739","Platform","","Tracker issue tests","","","Move to project",""
"passed","Thu May 23 17:25:41 GMT 2024","Thu May 23 17:25:46 GMT 2024","4686","Platform","","Tracker component tests","","","Delete a component",""
"passed","Thu May 23 17:22:20 GMT 2024","Thu May 23 17:22:28 GMT 2024","7912","Platform","","contact tests","","","add new application",""
"passed","Thu May 23 17:26:39 GMT 2024","Thu May 23 17:26:49 GMT 2024","9959","Platform","","Tracker issue tests","","","Comment stored after reload the page",""
"passed","Thu May 23 17:22:42 GMT 2024","Thu May 23 17:22:49 GMT 2024","7465","Platform","","Fulltext index > Documents","","","Search created document",""
"passed","Thu May 23 17:27:44 GMT 2024","Thu May 23 17:27:51 GMT 2024","7365","Platform","","tracker layout tests","","","issues-milestone-grouping-layout",""
"passed","Thu May 23 17:28:08 GMT 2024","Thu May 23 17:28:14 GMT 2024","6211","Platform","","Tracker milestone tests","","","Edit a Milestone",""
