"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 09:10:31 GMT 2024","Mon Feb 12 09:10:37 GMT 2024","5859","Tracker tests","tracker/component.spec.ts","Tracker component tests","","","create-component-issue",""
"passed","Mon Feb 12 09:09:51 GMT 2024","Mon Feb 12 09:09:56 GMT 2024","5130","Recruiting tests","recruiting/talents.spec.ts","candidate/talents tests","","","Delete the Talent",""
"passed","Mon Feb 12 09:09:59 GMT 2024","Mon Feb 12 09:10:05 GMT 2024","5637","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","Filter vacancies",""
"passed","Mon Feb 12 09:13:04 GMT 2024","Mon Feb 12 09:13:08 GMT 2024","3475","Tracker tests","tracker/milestone.spec.ts","Tracker milestone tests","","","Delete a Milestone",""
"passed","Mon Feb 12 09:09:16 GMT 2024","Mon Feb 12 09:09:25 GMT 2024","9143","Recruiting tests","recruiting/companies.spec.ts","Companies tests","","","Edit a Company",""
"passed","Mon Feb 12 09:14:29 GMT 2024","Mon Feb 12 09:14:47 GMT 2024","17677","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","save-view-options",""
"passed","Mon Feb 12 09:13:23 GMT 2024","Mon Feb 12 09:13:29 GMT 2024","6749","Tracker tests","tracker/projects.spec.ts","Tracker Projects tests","","","Archive Project",""
"skipped","Mon Feb 12 09:11:41 GMT 2024","Mon Feb 12 09:11:41 GMT 2024","0","chromium","tracker/issues.spec.ts","Tracker issue tests","","","Set parent issue",""
"passed","Mon Feb 12 09:12:58 GMT 2024","Mon Feb 12 09:13:04 GMT 2024","6395","Tracker tests","tracker/milestone.spec.ts","Tracker milestone tests","","","Edit a Milestone",""
"passed","Mon Feb 12 09:08:35 GMT 2024","Mon Feb 12 09:08:54 GMT 2024","18503","Collaborative tests","collaborative/issues.spec.ts","Collaborative test for issue","","","Issues status can be changed by another users",""
"passed","Mon Feb 12 09:15:15 GMT 2024","Mon Feb 12 09:15:23 GMT 2024","7430","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-multiple-time-from-issue-card",""
"passed","Mon Feb 12 09:11:53 GMT 2024","Mon Feb 12 09:12:05 GMT 2024","12154","Tracker tests","tracker/issues.spec.ts","Tracker issue tests","","","Comment stored after reload the page",""
"passed","Mon Feb 12 09:12:37 GMT 2024","Mon Feb 12 09:12:41 GMT 2024","4102","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-status-ordering-layout",""
"passed","Mon Feb 12 09:08:24 GMT 2024","Mon Feb 12 09:08:30 GMT 2024","5371","Actions tests","actions.spec.ts","actions tests","","","action-switch-applications",""
"skipped","Mon Feb 12 09:08:13 GMT 2024","Mon Feb 12 09:08:13 GMT 2024","1","chromium","channel.spec.ts","channel tests","","","create new private channel tests",""
"passed","Mon Feb 12 09:13:13 GMT 2024","Mon Feb 12 09:13:23 GMT 2024","9042","Tracker tests","tracker/projects.spec.ts","Tracker Projects tests","","","Edit project",""
"passed","Mon Feb 12 09:13:32 GMT 2024","Mon Feb 12 09:13:44 GMT 2024","11317","Tracker tests","tracker/subissues.spec.ts","Tracker sub-issues tests","","","create sub-issue",""
"passed","Mon Feb 12 09:15:01 GMT 2024","Mon Feb 12 09:15:15 GMT 2024","14526","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-time-from-issue-card",""
"passed","Mon Feb 12 09:10:05 GMT 2024","Mon Feb 12 09:10:08 GMT 2024","3069","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","Export vacancies",""
"passed","Mon Feb 12 09:13:08 GMT 2024","Mon Feb 12 09:13:13 GMT 2024","5868","Tracker tests","tracker/projects.spec.ts","Tracker Projects tests","","","Create project",""
"passed","Mon Feb 12 09:13:10 GMT 2024","Mon Feb 12 09:13:21 GMT 2024","11062","Tracker tests","tracker/mentions.spec.ts","Mentions issue tests","","","Check that the backlink shown in the Contact activity",""
"passed","Mon Feb 12 09:13:29 GMT 2024","Mon Feb 12 09:13:46 GMT 2024","16695","Tracker tests","tracker/related-issues.spec.ts","Tracker related issue tests","","","New related issue",""
