"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 25 16:03:13 GMT 2024","Thu Jan 25 16:03:21 GMT 2024","8161","Recruiting tests","recruiting/applications.spec.ts","Application tests","","","Change & Save all States",""
"passed","Thu Jan 25 16:02:08 GMT 2024","Thu Jan 25 16:02:13 GMT 2024","5042","Actions tests","actions.spec.ts","actions tests","","","action-new-candidate",""
"passed","Thu Jan 25 16:06:07 GMT 2024","Thu Jan 25 16:06:12 GMT 2024","5185","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-no grouping-grouping-layout",""
"passed","Thu Jan 25 16:07:38 GMT 2024","Thu Jan 25 16:07:42 GMT 2024","3764","Workbench test","workbench.spec.ts","workbench tests","","","check-for-last-loc",""
"skipped","Thu Jan 25 16:02:58 GMT 2024","Thu Jan 25 16:02:58 GMT 2024","0","chromium","recruiting/applications.spec.ts","Application tests","","","Edit an Application",""
"passed","Thu Jan 25 16:03:03 GMT 2024","Thu Jan 25 16:03:12 GMT 2024","8872","Recruiting tests","recruiting/companies.spec.ts","Companies tests","","","Edit a Company",""
"passed","Thu Jan 25 16:04:10 GMT 2024","Thu Jan 25 16:04:16 GMT 2024","6330","Tracker tests","tracker/component.spec.ts","Tracker component tests","","","create-component-issue",""
"passed","Thu Jan 25 16:03:44 GMT 2024","Thu Jan 25 16:03:49 GMT 2024","5269","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","Filter vacancies",""
"passed","Thu Jan 25 16:02:47 GMT 2024","Thu Jan 25 16:02:49 GMT 2024","2333","Login test","login.spec.ts","login test","","","check login",""
"passed","Thu Jan 25 16:06:09 GMT 2024","Thu Jan 25 16:06:19 GMT 2024","10278","Tracker tests","tracker/issues.spec.ts","Tracker issue tests","","","Delete an issue",""
"passed","Thu Jan 25 16:02:08 GMT 2024","Thu Jan 25 16:02:28 GMT 2024","20186","Collaborative tests","collaborative/issues.spec.ts","Collaborative test for issue","","","Issues can be assigned to another users",""
"passed","Thu Jan 25 16:07:40 GMT 2024","Thu Jan 25 16:07:53 GMT 2024","13391","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","save-view-options",""
"passed","Thu Jan 25 16:05:10 GMT 2024","Thu Jan 25 16:05:50 GMT 2024","40558","Tracker tests","tracker/issues.spec.ts","Tracker issue tests","","","Move to project",""
"passed","Thu Jan 25 16:02:36 GMT 2024","Thu Jan 25 16:02:38 GMT 2024","2559","Contact test","contacts.spec.ts","contact tests","","","contact-search",""
"passed","Thu Jan 25 16:02:17 GMT 2024","Thu Jan 25 16:02:23 GMT 2024","5348","Actions tests","actions.spec.ts","actions tests","","","action-switch-applications",""
"passed","Thu Jan 25 16:06:23 GMT 2024","Thu Jan 25 16:06:30 GMT 2024","6751","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-priority-ordering-layout",""
"passed","Thu Jan 25 16:08:26 GMT 2024","Thu Jan 25 16:08:34 GMT 2024","8795","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-multiple-time-from-issue-card",""
"passed","Thu Jan 25 16:04:06 GMT 2024","Thu Jan 25 16:04:10 GMT 2024","3619","Contact test","settings.spec.ts","contact tests","","","manage-templates",""
"passed","Thu Jan 25 16:05:44 GMT 2024","Thu Jan 25 16:05:49 GMT 2024","4838","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-assignee-grouping-layout",""
"passed","Thu Jan 25 16:04:41 GMT 2024","Thu Jan 25 16:04:53 GMT 2024","11630","Tracker tests","tracker/filter.spec.ts","Tracker filters tests","","","Status filter",""
"passed","Thu Jan 25 16:03:29 GMT 2024","Thu Jan 25 16:03:34 GMT 2024","4810","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","create-vacancy",""
"passed","Thu Jan 25 16:05:50 GMT 2024","Thu Jan 25 16:06:00 GMT 2024","9700","Tracker tests","tracker/issues.spec.ts","Tracker issue tests","","","Comment stored after reload the page",""
"passed","Thu Jan 25 16:03:16 GMT 2024","Thu Jan 25 16:03:22 GMT 2024","5457","Recruiting tests","recruiting/reviews.spec.ts","review tests","","","create-review",""
"passed","Thu Jan 25 16:03:34 GMT 2024","Thu Jan 25 16:03:37 GMT 2024","3349","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","use-kanban",""
"passed","Thu Jan 25 16:05:55 GMT 2024","Thu Jan 25 16:06:01 GMT 2024","5151","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-component-grouping-layout",""
"passed","Thu Jan 25 16:03:21 GMT 2024","Thu Jan 25 16:03:29 GMT 2024","7606","Recruiting tests","recruiting/applications.spec.ts","Application tests","","","Comment stored after reload the page",""
"passed","Thu Jan 25 16:06:19 GMT 2024","Thu Jan 25 16:06:22 GMT 2024","2827","Tracker tests","tracker/loading.spec.ts","","","","check-status-loading",""
"passed","Thu Jan 25 16:02:38 GMT 2024","Thu Jan 25 16:02:42 GMT 2024","3727","Contact test","contacts.spec.ts","contact tests","","","delete-contact",""
"passed","Thu Jan 25 16:06:35 GMT 2024","Thu Jan 25 16:06:45 GMT 2024","9920","Tracker tests","tracker/projects.spec.ts","Tracker Projects tests","","","Edit project",""
"passed","Thu Jan 25 16:02:28 GMT 2024","Thu Jan 25 16:02:33 GMT 2024","4645","Contact test","contacts.spec.ts","contact tests","","","create-contact",""
"passed","Thu Jan 25 16:03:12 GMT 2024","Thu Jan 25 16:03:16 GMT 2024","4354","Recruiting tests","recruiting/companies.spec.ts","Companies tests","","","Delete a Company",""
"passed","Thu Jan 25 16:02:13 GMT 2024","Thu Jan 25 16:02:17 GMT 2024","4482","Actions tests","actions.spec.ts","actions tests","","","action-switch-vacancies",""
"passed","Thu Jan 25 16:03:49 GMT 2024","Thu Jan 25 16:03:52 GMT 2024","2304","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","Export vacancies",""
"passed","Thu Jan 25 16:06:37 GMT 2024","Thu Jan 25 16:06:54 GMT 2024","17178","Tracker tests","tracker/related-issues.spec.ts","Tracker related issue tests","","","New related issue",""
"passed","Thu Jan 25 16:06:30 GMT 2024","Thu Jan 25 16:06:35 GMT 2024","5815","Tracker tests","tracker/projects.spec.ts","Tracker Projects tests","","","Create project",""
"passed","Thu Jan 25 16:04:53 GMT 2024","Thu Jan 25 16:05:05 GMT 2024","12068","Tracker tests","tracker/filter.spec.ts","Tracker filters tests","","","Priority filter",""
"passed","Thu Jan 25 16:06:27 GMT 2024","Thu Jan 25 16:06:32 GMT 2024","5445","Tracker tests","tracker/milestone.spec.ts","Tracker milestone tests","","","Edit a Milestone",""
"passed","Thu Jan 25 16:07:06 GMT 2024","Thu Jan 25 16:07:20 GMT 2024","14260","Tracker tests","tracker/subissues.spec.ts","Tracker sub-issues tests","","","Edit a sub-issue",""
"passed","Thu Jan 25 16:06:54 GMT 2024","Thu Jan 25 16:07:02 GMT 2024","7169","Tracker tests","tracker/template.spec.ts","Tracker template tests","","","Create a Template",""
"passed","Thu Jan 25 16:08:49 GMT 2024","Thu Jan 25 16:08:55 GMT 2024","6615","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","create-issue-draft",""
"passed","Thu Jan 25 16:02:28 GMT 2024","Thu Jan 25 16:02:43 GMT 2024","15298","Collaborative tests","collaborative/issues.spec.ts","Collaborative test for issue","","","Issues status can be changed by another users",""
"passed","Thu Jan 25 16:06:01 GMT 2024","Thu Jan 25 16:06:07 GMT 2024","6366","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-milestone-grouping-layout",""
"passed","Thu Jan 25 16:02:58 GMT 2024","Thu Jan 25 16:03:06 GMT 2024","8109","Recruiting tests","recruiting/applications.spec.ts","Application tests","","","Change Done status",""
"passed","Thu Jan 25 16:06:22 GMT 2024","Thu Jan 25 16:06:27 GMT 2024","4966","Tracker tests","tracker/milestone.spec.ts","Tracker milestone tests","","","Create a Milestone",""
"passed","Thu Jan 25 16:03:56 GMT 2024","Thu Jan 25 16:03:59 GMT 2024","3629","Recruiting tests","recruiting/talents.spec.ts","candidate/talents tests","","","Match to vacancy",""
"passed","Thu Jan 25 16:08:34 GMT 2024","Thu Jan 25 16:08:49 GMT 2024","14246","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-time-from-main-view",""
