"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 27 16:52:38 GMT 2024","Mon May 27 16:52:48 GMT 2024","10617","Platform","","Application tests","","","Comment stored after reload the page",""
"passed","Mon May 27 16:52:29 GMT 2024","Mon May 27 16:52:38 GMT 2024","8283","Platform","","Application tests","","","Change & Save all States",""
"passed","Mon May 27 16:58:51 GMT 2024","Mon May 27 16:58:54 GMT 2024","3233","Platform","","Workspace tests","","","Check validation steps description for the create flow",""
"passed","Mon May 27 16:52:29 GMT 2024","Mon May 27 16:52:33 GMT 2024","4679","Platform","","Companies tests","","","Delete a Company",""
"passed","Mon May 27 16:52:33 GMT 2024","Mon May 27 16:52:39 GMT 2024","5857","Platform","","review tests","","","create-review",""
"passed","Mon May 27 16:54:44 GMT 2024","Mon May 27 16:54:56 GMT 2024","11302","Platform","","Tracker issue tests","","","Move to project",""
"passed","Mon May 27 16:51:21 GMT 2024","Mon May 27 16:51:24 GMT 2024","3100","Platform","","login test","","","check if user is able to go to to recovery, then login and then signup",""
"passed","Mon May 27 16:51:30 GMT 2024","Mon May 27 16:51:40 GMT 2024","9331","Platform","","channel tests","","","Check if the user can be added through preview tab",""
"passed","Mon May 27 16:53:21 GMT 2024","Mon May 27 16:53:27 GMT 2024","5593","Platform","","contact tests","","","update-profile",""
"passed","Mon May 27 16:55:46 GMT 2024","Mon May 27 16:55:53 GMT 2024","6669","Platform","","tracker layout tests","","","issues-priority-grouping-layout",""
"passed","Mon May 27 16:53:56 GMT 2024","Mon May 27 16:54:09 GMT 2024","13666","Platform","","Tracker filters tests","","","Priority filter",""
"passed","Mon May 27 16:52:56 GMT 2024","Mon May 27 16:53:02 GMT 2024","5845","Platform","","candidate/talents tests","","","Delete the Talent",""
"passed","Mon May 27 16:53:19 GMT 2024","Mon May 27 16:53:24 GMT 2024","4849","Platform","","candidate/talents tests","","","Match to vacancy",""
"passed","Mon May 27 16:58:12 GMT 2024","Mon May 27 16:58:33 GMT 2024","20251","Platform","","Tracker tests","","","save-view-options",""
"passed","Mon May 27 16:58:49 GMT 2024","Mon May 27 16:59:16 GMT 2024","26980","Platform","","Tracker tests","","","report-time-from-issue-card",""
"passed","Mon May 27 16:50:11 GMT 2024","Mon May 27 16:50:20 GMT 2024","8358","Platform","","Fulltext index > Documents","","","Search removed document",""
"passed","Mon May 27 16:54:31 GMT 2024","Mon May 27 16:54:38 GMT 2024","6732","Platform","","Tracker filters tests","","","Component filter",""
"passed","Mon May 27 16:54:56 GMT 2024","Mon May 27 16:55:07 GMT 2024","10918","Platform","","Tracker issue tests","","","Comment stored after reload the page",""
"passed","Mon May 27 16:48:37 GMT 2024","Mon May 27 16:48:40 GMT 2024","2904","Platform","","duplicate-org-test","","","check-contact-exists",""
"passed","Mon May 27 16:54:09 GMT 2024","Mon May 27 16:54:23 GMT 2024","13324","Platform","","Tracker issue tests","","","Create an issue with all parameters and attachments",""
"passed","Mon May 27 16:58:34 GMT 2024","Mon May 27 16:58:39 GMT 2024","5661","Platform","","Workspace tests","","","Create a workspace with a custom name",""
"passed","Mon May 27 16:56:44 GMT 2024","Mon May 27 16:56:51 GMT 2024","7068","Platform","","Tracker Projects tests","","","Archive Project",""
"passed","Mon May 27 16:53:02 GMT 2024","Mon May 27 16:53:19 GMT 2024","16588","Platform","","candidate/talents tests","","","Merge contacts",""
"passed","Mon May 27 16:52:46 GMT 2024","Mon May 27 16:52:56 GMT 2024","10597","Platform","","candidate/talents tests","","","Edit the Talent",""
"passed","Mon May 27 16:57:08 GMT 2024","Mon May 27 16:57:21 GMT 2024","12825","Platform","","Tracker sub-issues tests","","","create sub-issue",""
"passed","Mon May 27 16:52:06 GMT 2024","Mon May 27 16:52:13 GMT 2024","7000","Platform","","Application tests","","","create application",""
"passed","Mon May 27 16:57:51 GMT 2024","Mon May 27 16:57:59 GMT 2024","8833","Platform","","Tracker template tests","","","Create a Template",""
"passed","Mon May 27 16:55:39 GMT 2024","Mon May 27 16:55:46 GMT 2024","6573","Platform","","tracker layout tests","","","issues-assignee-grouping-layout",""
"passed","Mon May 27 16:56:07 GMT 2024","Mon May 27 16:56:14 GMT 2024","7027","Platform","","tracker layout tests","","","issues-no grouping-grouping-layout",""
"passed","Mon May 27 16:53:39 GMT 2024","Mon May 27 16:53:46 GMT 2024","6549","Platform","","Tracker component tests","","","create-component-issue",""
"passed","Mon May 27 16:50:28 GMT 2024","Mon May 27 16:50:41 GMT 2024","13133","Platform","","Fulltext index > Issues","","","Search updated issue",""
"passed","Mon May 27 16:49:18 GMT 2024","Mon May 27 16:49:29 GMT 2024","10859","Platform","","channel tests","","","create new private channel tests and check if the new user have access to it",""
"passed","Mon May 27 16:48:01 GMT 2024","Mon May 27 16:48:06 GMT 2024","4952","Platform","","actions tests","","","action-switch-vacancies",""
"passed","Mon May 27 16:52:00 GMT 2024","Mon May 27 16:52:10 GMT 2024","9980","Platform","","Planning ToDo tests","","","Edit a ToDo",""
"passed","Mon May 27 16:52:58 GMT 2024","Mon May 27 16:53:06 GMT 2024","8191","Platform","","Vacancy tests","","","Edit a Vacancy",""
"passed","Mon May 27 16:51:42 GMT 2024","Mon May 27 16:51:55 GMT 2024","13335","Platform","","Planning ToDo tests","","","Delete and add a new time slot",""
"passed","Mon May 27 16:53:46 GMT 2024","Mon May 27 16:53:53 GMT 2024","7141","Platform","","Tracker component tests","","","Edit a component",""
"passed","Mon May 27 16:57:29 GMT 2024","Mon May 27 16:57:39 GMT 2024","10576","Platform","","Relations","","","Reference another issue",""
"passed","Mon May 27 16:54:23 GMT 2024","Mon May 27 16:54:44 GMT 2024","21722","Platform","","Tracker issue tests","","","Edit an issue",""
"passed","Mon May 27 16:49:45 GMT 2024","Mon May 27 16:49:49 GMT 2024","3629","Platform","","Teamspace tests","","","Archive teamspace",""
"passed","Mon May 27 16:56:51 GMT 2024","Mon May 27 16:57:05 GMT 2024","13412","Platform","","Tracker related issue tests","","","New related issue",""
"passed","Mon May 27 16:48:23 GMT 2024","Mon May 27 16:48:31 GMT 2024","8093","Platform","","Collaborative test for issue","","","Issues status can be changed by another users",""
"passed","Mon May 27 16:48:58 GMT 2024","Mon May 27 16:49:05 GMT 2024","6130","Platform","","Documents link tests","","","Document public link revoke",""
"passed","Mon May 27 16:50:57 GMT 2024","Mon May 27 16:51:04 GMT 2024","6438","Platform","","channel tests","","","check if user can copy message",""
"skipped","Mon May 27 16:52:13 GMT 2024","Mon May 27 16:52:13 GMT 2024","0","Platform","","Application tests","","","Edit an Application",""
"passed","Mon May 27 16:57:35 GMT 2024","Mon May 27 16:57:44 GMT 2024","9502","Platform","","Tracker sub-issues tests","","","Delete a sub-issue",""
"passed","Mon May 27 16:56:18 GMT 2024","Mon May 27 16:56:26 GMT 2024","7595","Platform","","Mentions issue tests","","","Check that the backlink shown in the Issue activity",""
"passed","Mon May 27 16:58:33 GMT 2024","Mon May 27 16:58:49 GMT 2024","16898","Platform","","Tracker tests","","","my-issues",""
"passed","Mon May 27 16:52:22 GMT 2024","Mon May 27 16:52:29 GMT 2024","7196","Platform","","Application tests","","","Delete an Application",""
"passed","Mon May 27 16:48:50 GMT 2024","Mon May 27 16:48:54 GMT 2024","3273","Platform","","contact tests","","","kick-and-delete-employee",""
"passed","Mon May 27 16:49:05 GMT 2024","Mon May 27 16:49:08 GMT 2024","3466","Platform","","Documents tests","","","Create a document",""
"passed","Mon May 27 16:50:43 GMT 2024","Mon May 27 16:50:51 GMT 2024","7125","Platform","","channel tests","","","check if user can pin message",""
"skipped","Mon May 27 16:53:33 GMT 2024","Mon May 27 16:53:33 GMT 2024","1","Platform","","contact tests","","","manage-templates",""
"passed","Mon May 27 16:59:44 GMT 2024","Mon May 27 16:59:48 GMT 2024","4411","Platform","","Tracker tests","","","create-issue-draft",""
"skipped","Mon May 27 16:48:11 GMT 2024","Mon May 27 16:48:11 GMT 2024","0","Platform","","Collaborative tests for Application","","","Add comment from several users",""
"passed","Mon May 27 16:51:16 GMT 2024","Mon May 27 16:51:24 GMT 2024","7489","Platform","","channel tests","","","Check if user can switch to private or public",""
"passed","Mon May 27 16:56:14 GMT 2024","Mon May 27 16:56:21 GMT 2024","7362","Platform","","tracker layout tests","","","issues-modified-ordering-layout",""
"skipped","Mon May 27 16:53:42 GMT 2024","Mon May 27 16:53:42 GMT 2024","1","Platform","","Tracker filters tests","","","Modified date",""
"passed","Mon May 27 16:49:32 GMT 2024","Mon May 27 16:49:40 GMT 2024","8802","Platform","","Documents tests","","","Add Link to the Document",""
"passed","Mon May 27 16:49:13 GMT 2024","Mon May 27 16:49:21 GMT 2024","7536","Platform","","Documents tests","","","Move document",""
"passed","Mon May 27 16:51:51 GMT 2024","Mon May 27 16:52:00 GMT 2024","8819","Platform","","Planning ToDo tests","","","New ToDo",""
"passed","Mon May 27 16:57:44 GMT 2024","Mon May 27 16:57:54 GMT 2024","9540","Platform","","Tracker sub-issues tests","","","Create sub-issue from template",""
"passed","Mon May 27 16:55:10 GMT 2024","Mon May 27 16:55:18 GMT 2024","8574","Platform","","Tracker filters tests","","","Label filter",""
