"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 11 16:02:47 GMT 2024","Thu Jan 11 16:02:51 GMT 2024","3677","Contact test","settings.spec.ts","contact tests","","","manage-templates",""
"passed","Thu Jan 11 16:06:35 GMT 2024","Thu Jan 11 16:06:48 GMT 2024","12790","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","issues-status-display",""
"passed","Thu Jan 11 16:02:33 GMT 2024","Thu Jan 11 16:02:38 GMT 2024","4157","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","Archive a Vacancy",""
"passed","Thu Jan 11 16:05:48 GMT 2024","Thu Jan 11 16:06:05 GMT 2024","16222","Tracker tests","tracker/related-issues.spec.ts","Tracker related issue tests","","","New related issue",""
"passed","Thu Jan 11 16:02:38 GMT 2024","Thu Jan 11 16:02:42 GMT 2024","4385","Contact test","settings.spec.ts","contact tests","","","update-profile",""
"passed","Thu Jan 11 16:01:33 GMT 2024","Thu Jan 11 16:01:39 GMT 2024","5439","Recruiting tests","recruiting/companies.spec.ts","Companies tests","","","Create a new Company",""
"passed","Thu Jan 11 16:06:07 GMT 2024","Thu Jan 11 16:06:14 GMT 2024","6841","Tracker tests","tracker/template.spec.ts","Tracker template tests","","","Create a Template",""
"skipped","Thu Jan 11 16:00:45 GMT 2024","Thu Jan 11 16:00:45 GMT 2024","0","chromium","collaborative/applications.spec.ts","Collaborative tests for Application","","","Add comment from several users",""
"passed","Thu Jan 11 16:01:13 GMT 2024","Thu Jan 11 16:01:15 GMT 2024","2577","Contact test","contacts.spec.ts","contact tests","","","contact-search",""
"passed","Thu Jan 11 16:01:10 GMT 2024","Thu Jan 11 16:01:13 GMT 2024","2744","Contact test","contacts.spec.ts","contact tests","","","create-company",""
"passed","Thu Jan 11 16:05:15 GMT 2024","Thu Jan 11 16:05:19 GMT 2024","4037","Tracker tests","tracker/milestone.spec.ts","Tracker milestone tests","","","Create a Milestone",""
