"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 07 06:57:00 GMT 2024","Tue May 07 06:57:04 GMT 2024","4390","Platform","","candidate/talents tests","","","Match to vacancy",""
"passed","Tue May 07 06:58:23 GMT 2024","Tue May 07 06:58:32 GMT 2024","8833","Platform","","Tracker issue tests","","","Comment stored after reload the page",""
"skipped","Tue May 07 06:58:37 GMT 2024","Tue May 07 06:58:37 GMT 2024","0","Platform","","Tracker filters tests","","","Milestone filter",""
"passed","Tue May 07 07:01:44 GMT 2024","Tue May 07 07:01:56 GMT 2024","12130","Platform","","Workspace tests","","","Create a new issue in the workspace with a custom name",""
"passed","Tue May 07 07:00:29 GMT 2024","Tue May 07 07:00:42 GMT 2024","12465","Platform","","Tracker sub-issues tests","","","Edit a sub-issue",""
"passed","Tue May 07 06:54:36 GMT 2024","Tue May 07 06:54:41 GMT 2024","5044","Platform","","Documents tests","","","Edit document",""
"passed","Tue May 07 06:54:27 GMT 2024","Tue May 07 06:54:34 GMT 2024","7197","Platform","","contact tests","","","add new application",""
"passed","Tue May 07 06:55:14 GMT 2024","Tue May 07 06:55:24 GMT 2024","9491","Platform","","Planning ToDo tests","","","Add several slots for the same day",""
"passed","Tue May 07 06:55:26 GMT 2024","Tue May 07 06:55:35 GMT 2024","9275","Platform","","Fulltext index > Issues","","","Search removed issue",""
"passed","Tue May 07 07:02:36 GMT 2024","Tue May 07 07:02:40 GMT 2024","3838","Platform","","Tracker tests","","","create-issue-draft",""
"passed","Tue May 07 06:56:11 GMT 2024","Tue May 07 06:56:19 GMT 2024","7946","Platform","","Companies tests","","","Edit a Company",""
"passed","Tue May 07 06:55:35 GMT 2024","Tue May 07 06:55:49 GMT 2024","13142","Platform","","Fulltext index > Indexed data does not leak cross workspace","","","Search issue from another workspace",""
"passed","Tue May 07 06:58:17 GMT 2024","Tue May 07 06:58:37 GMT 2024","19792","Platform","","Tracker filters tests","","","Modified by filter",""
"passed","Tue May 07 06:54:12 GMT 2024","Tue May 07 06:54:16 GMT 2024","4431","Platform","","contact tests","","","contact-search",""
"passed","Tue May 07 06:54:22 GMT 2024","Tue May 07 06:54:27 GMT 2024","5134","Platform","","contact tests","","","kick-and-delete-employee",""
"passed","Tue May 07 06:59:57 GMT 2024","Tue May 07 07:00:07 GMT 2024","10377","Platform","","Tracker public link issues tests","","","Public link generate",""
"passed","Tue May 07 07:01:59 GMT 2024","Tue May 07 07:02:10 GMT 2024","11181","Platform","","Workspace tests","","","Create a workspace with join link",""
"passed","Tue May 07 06:55:35 GMT 2024","Tue May 07 06:55:45 GMT 2024","9823","Platform","","Planning ToDo tests","","","Plan work for several days",""
"skipped","Tue May 07 06:58:14 GMT 2024","Tue May 07 06:58:14 GMT 2024","0","Platform","","Tracker issue tests","","","Set parent issue",""
"passed","Tue May 07 06:54:32 GMT 2024","Tue May 07 06:54:36 GMT 2024","4168","Platform","","Documents tests","","","Create a document",""
"passed","Tue May 07 06:56:41 GMT 2024","Tue May 07 06:56:46 GMT 2024","4979","Platform","","candidate/talents tests","","","Delete the Talent",""
"passed","Tue May 07 06:56:32 GMT 2024","Tue May 07 06:56:41 GMT 2024","8806","Platform","","candidate/talents tests","","","Edit the Talent",""
"passed","Tue May 07 06:58:32 GMT 2024","Tue May 07 06:58:39 GMT 2024","6490","Platform","","Tracker issue tests","","","Create an Issue from template",""
"passed","Tue May 07 07:02:22 GMT 2024","Tue May 07 07:02:32 GMT 2024","10323","Platform","","Workspace tests","","","Create workspace with LastToken in the localStorage",""
"passed","Tue May 07 07:02:23 GMT 2024","Tue May 07 07:02:36 GMT 2024","13194","Platform","","Tracker tests","","","report-time-from-main-view",""
"skipped","Tue May 07 06:57:08 GMT 2024","Tue May 07 06:57:08 GMT 2024","0","Platform","","contact tests","","","manage-templates",""
"passed","Tue May 07 06:57:32 GMT 2024","Tue May 07 06:57:44 GMT 2024","12676","Platform","","Tracker filters tests","","","Priority filter",""
"skipped","Tue May 07 06:58:44 GMT 2024","Tue May 07 06:58:44 GMT 2024","0","Platform","","Tracker filters tests","","","Due date filter",""
"passed","Tue May 07 06:57:54 GMT 2024","Tue May 07 06:58:14 GMT 2024","20004","Platform","","Tracker issue tests","","","Edit an issue",""
"passed","Tue May 07 06:53:46 GMT 2024","Tue May 07 06:53:51 GMT 2024","4998","Platform","","actions tests","","","action-switch-vacancies",""
"passed","Tue May 07 07:01:49 GMT 2024","Tue May 07 07:02:11 GMT 2024","21901","Platform","","Tracker tests","","","report-time-from-issue-card",""
"passed","Tue May 07 06:59:20 GMT 2024","Tue May 07 06:59:27 GMT 2024","6815","Platform","","tracker layout tests","","","issues-milestone-grouping-layout",""
"passed","Tue May 07 06:58:44 GMT 2024","Tue May 07 06:59:02 GMT 2024","17898","Platform","","tracker layout tests","","","issues-status-grouping-layout",""
"passed","Tue May 07 06:59:02 GMT 2024","Tue May 07 06:59:08 GMT 2024","5849","Platform","","tracker layout tests","","","issues-assignee-grouping-layout",""
"passed","Tue May 07 06:54:48 GMT 2024","Tue May 07 06:54:57 GMT 2024","9318","Platform","","Documents tests","","","Collarabotive edit document content",""
"passed","Tue May 07 07:00:07 GMT 2024","Tue May 07 07:00:18 GMT 2024","11554","Platform","","Tracker related issue tests","","","New related issue",""
"passed","Tue May 07 07:00:19 GMT 2024","Tue May 07 07:00:29 GMT 2024","10885","Platform","","Tracker sub-issues tests","","","create sub-issue",""
"passed","Tue May 07 07:02:10 GMT 2024","Tue May 07 07:02:22 GMT 2024","11653","Platform","","Workspace tests","","","Create a workspace with join link - existing account",""
"passed","Tue May 07 06:54:22 GMT 2024","Tue May 07 06:54:32 GMT 2024","10394","Platform","","Documents link tests","","","Document public link revoke",""
"passed","Tue May 07 07:01:24 GMT 2024","Tue May 07 07:01:30 GMT 2024","5216","Platform","","Tracker template tests","","","Delete a Template",""
"passed","Tue May 07 06:59:28 GMT 2024","Tue May 07 06:59:35 GMT 2024","6805","Platform","","Mentions issue tests","","","When Change assigner user should be added as Collaborators",""
"passed","Tue May 07 06:54:41 GMT 2024","Tue May 07 06:54:46 GMT 2024","5211","Platform","","Teamspace tests","","","Edit teamspace",""
"passed","Tue May 07 06:56:19 GMT 2024","Tue May 07 06:56:23 GMT 2024","4365","Platform","","Companies tests","","","Delete a Company",""
"passed","Tue May 07 06:56:26 GMT 2024","Tue May 07 06:56:32 GMT 2024","5449","Platform","","candidate/talents tests","","","create-candidate",""
"passed","Tue May 07 06:59:35 GMT 2024","Tue May 07 06:59:41 GMT 2024","6600","Platform","","Mentions issue tests","","","Check that the backlink shown in the Issue activity",""
"passed","Tue May 07 07:01:00 GMT 2024","Tue May 07 07:01:08 GMT 2024","8459","Platform","","Tracker template tests","","","Create a Template",""
"passed","Tue May 07 06:59:41 GMT 2024","Tue May 07 06:59:46 GMT 2024","5035","Platform","","Tracker milestone tests","","","Create a Milestone",""
"passed","Tue May 07 06:59:27 GMT 2024","Tue May 07 06:59:33 GMT 2024","6392","Platform","","tracker layout tests","","","issues-no grouping-grouping-layout",""
"passed","Tue May 07 06:56:59 GMT 2024","Tue May 07 06:57:04 GMT 2024","4246","Platform","","contact tests","","","update-profile",""
"passed","Tue May 07 06:54:57 GMT 2024","Tue May 07 06:55:06 GMT 2024","8921","Platform","","Documents tests","","","Add Link to the Document",""
"passed","Tue May 07 06:54:02 GMT 2024","Tue May 07 06:54:13 GMT 2024","10514","Platform","","Collaborative test for issue","","","Issues status can be changed by another users",""
"passed","Tue May 07 06:54:16 GMT 2024","Tue May 07 06:54:22 GMT 2024","5599","Platform","","contact tests","","","delete-contact",""
"passed","Tue May 07 07:00:00 GMT 2024","Tue May 07 07:00:07 GMT 2024","6178","Platform","","Tracker Projects tests","","","Archive Project",""
"passed","Tue May 07 06:57:08 GMT 2024","Tue May 07 06:57:17 GMT 2024","8382","Platform","","Attachments tests","","","Create issue with several attachment test",""
"passed","Tue May 07 06:54:53 GMT 2024","Tue May 07 06:55:01 GMT 2024","7959","Platform","","Fulltext index > Documents","","","Search updated document",""
"passed","Tue May 07 07:00:51 GMT 2024","Tue May 07 07:01:00 GMT 2024","8986","Platform","","Tracker sub-issues tests","","","Create sub-issue from template",""
"passed","Tue May 07 07:02:11 GMT 2024","Tue May 07 07:02:23 GMT 2024","12034","Platform","","Tracker tests","","","report-multiple-time-from-issue-card",""
"skipped","Tue May 07 06:57:19 GMT 2024","Tue May 07 06:57:19 GMT 2024","0","Platform","","Tracker filters tests","","","Created date",""
"passed","Tue May 07 06:53:41 GMT 2024","Tue May 07 06:53:46 GMT 2024","5503","Platform","","channel tests","","","create new private channel tests",""
"passed","Tue May 07 07:00:18 GMT 2024","Tue May 07 07:00:27 GMT 2024","9235","Platform","","Relations","","","Mark as blocked by",""
"passed","Tue May 07 06:55:08 GMT 2024","Tue May 07 06:55:15 GMT 2024","7227","Platform","","Fulltext index > Issues","","","Search created issue",""
"passed","Tue May 07 06:59:08 GMT 2024","Tue May 07 06:59:14 GMT 2024","6201","Platform","","tracker layout tests","","","issues-priority-grouping-layout",""
"passed","Tue May 07 06:58:04 GMT 2024","Tue May 07 06:58:10 GMT 2024","5990","Platform","","Tracker filters tests","","","Component filter",""
"passed","Tue May 07 07:01:35 GMT 2024","Tue May 07 07:01:39 GMT 2024","3678","Platform","","workbench tests","","","check-for-last-loc",""
"passed","Tue May 07 06:58:44 GMT 2024","Tue May 07 06:59:02 GMT 2024","18076","Platform","","Tracker issue tests","","","Check the changed description activity",""
"passed","Tue May 07 06:56:02 GMT 2024","Tue May 07 06:56:05 GMT 2024","3010","Platform","","Planning ToDo tests","","","Delete ToDo",""
"skipped","Tue May 07 06:55:54 GMT 2024","Tue May 07 06:55:54 GMT 2024","0","Platform","","Application tests","","","Edit an Application",""
"passed","Tue May 07 06:56:23 GMT 2024","Tue May 07 06:56:28 GMT 2024","4644","Platform","","review tests","","","create-review",""
"passed","Tue May 07 06:58:37 GMT 2024","Tue May 07 06:58:44 GMT 2024","7483","Platform","","Tracker filters tests","","","Label filter",""
"passed","Tue May 07 07:01:39 GMT 2024","Tue May 07 07:01:44 GMT 2024","4703","Platform","","Workspace tests","","","Create a workspace with a custom name",""
"passed","Tue May 07 06:54:02 GMT 2024","Tue May 07 06:54:07 GMT 2024","5037","Platform","","contact tests","","","create-contact",""
"passed","Tue May 07 06:54:41 GMT 2024","Tue May 07 06:54:48 GMT 2024","6759","Platform","","Documents tests","","","Move document",""
"passed","Tue May 07 06:57:42 GMT 2024","Tue May 07 06:57:54 GMT 2024","11783","Platform","","Tracker issue tests","","","Create an issue with all parameters and attachments",""
"skipped","Tue May 07 06:57:19 GMT 2024","Tue May 07 06:57:19 GMT 2024","1","Platform","","Tracker filters tests","","","Modified date",""
"passed","Tue May 07 06:54:38 GMT 2024","Tue May 07 06:54:41 GMT 2024","3523","Platform","","Teamspace tests","","","Archive teamspace",""
"passed","Tue May 07 06:53:46 GMT 2024","Tue May 07 06:54:02 GMT 2024","16183","Platform","","Collaborative test for issue","","","Issues can be assigned to another users",""
"passed","Tue May 07 06:59:46 GMT 2024","Tue May 07 06:59:53 GMT 2024","6276","Platform","","Tracker milestone tests","","","Edit a Milestone",""
"passed","Tue May 07 06:56:17 GMT 2024","Tue May 07 06:56:26 GMT 2024","9607","Platform","","Application tests","","","Comment stored after reload the page",""
"passed","Tue May 07 06:57:22 GMT 2024","Tue May 07 06:57:28 GMT 2024","6255","Platform","","Tracker component tests","","","Edit a component",""
"passed","Tue May 07 06:56:05 GMT 2024","Tue May 07 06:56:11 GMT 2024","5371","Platform","","Companies tests","","","Create a new Company",""
"passed","Tue May 07 06:59:09 GMT 2024","Tue May 07 06:59:18 GMT 2024","9441","Platform","","Tracker issue tests","","","Add comment by popup",""
"skipped","Tue May 07 06:53:46 GMT 2024","Tue May 07 06:53:46 GMT 2024","0","Platform","","Collaborative tests for Application","","","Add comment from several users",""
"passed","Tue May 07 06:59:02 GMT 2024","Tue May 07 06:59:09 GMT 2024","6629","Platform","","Tracker issue tests","","","Add comment with image attachment",""
"passed","Tue May 07 06:55:09 GMT 2024","Tue May 07 06:55:14 GMT 2024","5519","Platform","","recruit tests","","","org-add-member",""
"passed","Tue May 07 06:56:50 GMT 2024","Tue May 07 06:56:53 GMT 2024","3374","Platform","","Vacancy tests","","","Export vacancies",""
"passed","Tue May 07 06:54:13 GMT 2024","Tue May 07 06:54:22 GMT 2024","8863","Platform","","Collaborative test for issue","","","First user change assignee, second user should see assigned issue",""
"passed","Tue May 07 06:55:24 GMT 2024","Tue May 07 06:55:35 GMT 2024","11626","Platform","","Planning ToDo tests","","","Delete and add a new time slot",""
"passed","Tue May 07 06:57:11 GMT 2024","Tue May 07 06:57:19 GMT 2024","8319","Platform","","recruit tests","","","create-tag-candidate",""
"passed","Tue May 07 06:58:39 GMT 2024","Tue May 07 06:58:44 GMT 2024","5306","Platform","","Tracker issue tests","","","Delete an issue",""
"passed","Tue May 07 06:59:18 GMT 2024","Tue May 07 06:59:21 GMT 2024","2828","Platform","","","","","check-status-loading",""
"passed","Tue May 07 06:56:53 GMT 2024","Tue May 07 06:56:59 GMT 2024","5966","Platform","","Vacancy tests","","","Archive a Vacancy",""
"passed","Tue May 07 06:54:34 GMT 2024","Tue May 07 06:54:38 GMT 2024","3458","Platform","","Teamspace tests","","","Create a teamspace",""
