"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 12 17:09:01 GMT 2024","Tue Mar 12 17:09:10 GMT 2024","9011","Platform","","Workspace tests","","","Create a workspace with a custom name",""
"passed","Tue Mar 12 17:03:20 GMT 2024","Tue Mar 12 17:03:35 GMT 2024","15922","Platform","","candidate/talents tests","","","Merge contacts",""
"passed","Tue Mar 12 17:03:12 GMT 2024","Tue Mar 12 17:03:16 GMT 2024","4469","Platform","","Vacancy tests","","","use-kanban",""
"passed","Tue Mar 12 17:07:06 GMT 2024","Tue Mar 12 17:07:13 GMT 2024","6950","Platform","","Mentions issue tests","","","Check that the backlink shown in the Issue activity",""
"passed","Tue Mar 12 17:02:11 GMT 2024","Tue Mar 12 17:02:18 GMT 2024","6729","Platform","","Documents tests","","","Move document",""
"passed","Tue Mar 12 17:02:24 GMT 2024","Tue Mar 12 17:02:29 GMT 2024","5839","Platform","","recruit tests","","","org-add-member",""
"passed","Tue Mar 12 17:01:38 GMT 2024","Tue Mar 12 17:01:50 GMT 2024","11628","Platform","","Collaborative test for issue","","","Issues status can be changed by another users",""
"passed","Tue Mar 12 17:06:53 GMT 2024","Tue Mar 12 17:07:01 GMT 2024","7420","Platform","","tracker layout tests","","","issues-modified-ordering-layout",""
"passed","Tue Mar 12 17:02:00 GMT 2024","Tue Mar 12 17:02:05 GMT 2024","5092","Platform","","Documents tests","","","Create a document",""
"passed","Tue Mar 12 17:09:25 GMT 2024","Tue Mar 12 17:09:28 GMT 2024","3417","Platform","","Workspace tests","","","Check validation steps description for the create flow",""
"passed","Tue Mar 12 17:06:14 GMT 2024","Tue Mar 12 17:06:20 GMT 2024","6130","Platform","","tracker layout tests","","","issues-assignee-grouping-layout",""
"passed","Tue Mar 12 17:03:25 GMT 2024","Tue Mar 12 17:03:30 GMT 2024","5816","Platform","","Vacancy tests","","","Filter vacancies",""
"passed","Tue Mar 12 17:07:56 GMT 2024","Tue Mar 12 17:08:07 GMT 2024","10446","Platform","","Relations","","","Reference another issue",""
"passed","Tue Mar 12 17:07:13 GMT 2024","Tue Mar 12 17:07:19 GMT 2024","5302","Platform","","Tracker Projects tests","","","Create project",""
"passed","Tue Mar 12 17:09:58 GMT 2024","Tue Mar 12 17:10:07 GMT 2024","9625","Platform","","Tracker tests","","","report-time-from-main-view",""
"passed","Tue Mar 12 17:02:50 GMT 2024","Tue Mar 12 17:02:58 GMT 2024","7900","Platform","","Application tests","","","Change & Save all States",""
"passed","Tue Mar 12 17:09:06 GMT 2024","Tue Mar 12 17:09:20 GMT 2024","13513","Platform","","Tracker tests","","","my-issues",""
"passed","Tue Mar 12 17:02:03 GMT 2024","Tue Mar 12 17:02:09 GMT 2024","5644","Platform","","contact tests","","","kick-and-delete-employee",""
"passed","Tue Mar 12 17:10:07 GMT 2024","Tue Mar 12 17:10:12 GMT 2024","4954","Platform","","Tracker tests","","","create-issue-draft",""
"passed","Tue Mar 12 17:04:12 GMT 2024","Tue Mar 12 17:04:22 GMT 2024","9422","Platform","","Tracker duplicate issue tests","","","Create duplicate issues with the same title",""
"passed","Tue Mar 12 17:07:57 GMT 2024","Tue Mar 12 17:08:11 GMT 2024","13363","Platform","","Tracker sub-issues tests","","","Edit a sub-issue",""
"passed","Tue Mar 12 17:05:09 GMT 2024","Tue Mar 12 17:05:15 GMT 2024","6406","Platform","","Tracker issue tests","","","Create an Issue from template",""
