"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon May 27 05:08:48 GMT 2024","Mon May 27 05:08:48 GMT 2024","0","Platform","","Tracker issue tests","","","Set parent issue",""
"passed","Mon May 27 05:05:22 GMT 2024","Mon May 27 05:05:26 GMT 2024","4198","Platform","","login test","","","check login",""
"passed","Mon May 27 05:08:06 GMT 2024","Mon May 27 05:08:19 GMT 2024","12940","Platform","","Tracker filters tests","","","Priority filter",""
"passed","Mon May 27 05:12:27 GMT 2024","Mon May 27 05:12:32 GMT 2024","5515","Platform","","Workspace tests","","","Create a workspace with a custom name",""
"passed","Mon May 27 05:05:48 GMT 2024","Mon May 27 05:06:00 GMT 2024","12058","Platform","","Planning ToDo tests","","","Delete and add a new time slot",""
"passed","Mon May 27 05:10:18 GMT 2024","Mon May 27 05:10:25 GMT 2024","7171","Platform","","tracker layout tests","","","issues-modified-ordering-layout",""
"passed","Mon May 27 05:05:13 GMT 2024","Mon May 27 05:05:22 GMT 2024","9437","Platform","","Documents tests","","","Add Link to the Document",""
"passed","Mon May 27 05:06:17 GMT 2024","Mon May 27 05:06:29 GMT 2024","12123","Platform","","Fulltext index > Indexed data does not leak cross workspace","","","Search issue from another workspace",""
"passed","Mon May 27 05:08:58 GMT 2024","Mon May 27 05:09:08 GMT 2024","10045","Platform","","Tracker issue tests","","","Comment stored after reload the page",""
"passed","Mon May 27 05:10:11 GMT 2024","Mon May 27 05:10:18 GMT 2024","6879","Platform","","tracker layout tests","","","issues-no grouping-grouping-layout",""
"passed","Mon May 27 05:05:39 GMT 2024","Mon May 27 05:05:50 GMT 2024","11241","Platform","","Fulltext index > Issues","","","Search updated issue",""
"passed","Mon May 27 05:04:27 GMT 2024","Mon May 27 05:04:32 GMT 2024","4728","Platform","","contact tests","","","create-contact",""
"passed","Mon May 27 05:06:20 GMT 2024","Mon May 27 05:06:24 GMT 2024","3247","Platform","","Planning ToDo tests","","","Delete ToDo",""
"passed","Mon May 27 05:11:34 GMT 2024","Mon May 27 05:11:45 GMT 2024","10558","Platform","","Relations","","","Remove relation be editing issue details",""
"passed","Mon May 27 05:08:48 GMT 2024","Mon May 27 05:08:55 GMT 2024","7683","Platform","","Tracker filters tests","","","Title filter",""
"passed","Mon May 27 05:06:00 GMT 2024","Mon May 27 05:06:07 GMT 2024","7104","Platform","","Planning ToDo tests","","","Plan work for several days",""
"passed","Mon May 27 05:03:37 GMT 2024","Mon May 27 05:03:42 GMT 2024","5084","Platform","","actions tests","","","action-switch-vacancies",""
"passed","Mon May 27 05:05:00 GMT 2024","Mon May 27 05:05:04 GMT 2024","3692","Platform","","Teamspace tests","","","Archive teamspace",""
"passed","Mon May 27 05:05:17 GMT 2024","Mon May 27 05:05:24 GMT 2024","7273","Platform","","Fulltext index > Documents","","","Search updated document",""
