"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 08 06:14:38 GMT 2024","Wed May 08 06:14:51 GMT 2024","12930","Platform","","Tracker filters tests","","","Priority filter",""
"passed","Wed May 08 06:11:30 GMT 2024","Wed May 08 06:11:34 GMT 2024","4440","Platform","","Documents tests","","","Create a document",""
"passed","Wed May 08 06:19:40 GMT 2024","Wed May 08 06:19:49 GMT 2024","9757","Platform","","Tracker tests","","","report-time-from-main-view",""
"passed","Wed May 08 06:13:25 GMT 2024","Wed May 08 06:13:30 GMT 2024","5086","Platform","","review tests","","","create-review",""
"passed","Wed May 08 06:15:30 GMT 2024","Wed May 08 06:15:39 GMT 2024","9203","Platform","","Tracker issue tests","","","Comment stored after reload the page",""
"passed","Wed May 08 06:16:53 GMT 2024","Wed May 08 06:17:00 GMT 2024","6638","Platform","","tracker layout tests","","","issues-priority-ordering-layout",""
"passed","Wed May 08 06:18:08 GMT 2024","Wed May 08 06:18:16 GMT 2024","8095","Platform","","Tracker template tests","","","Create a Template",""
"passed","Wed May 08 06:13:50 GMT 2024","Wed May 08 06:14:05 GMT 2024","15077","Platform","","candidate/talents tests","","","Merge contacts",""
"passed","Wed May 08 06:12:26 GMT 2024","Wed May 08 06:12:36 GMT 2024","9896","Platform","","Fulltext index > Issues","","","Search removed issue",""
"passed","Wed May 08 06:18:39 GMT 2024","Wed May 08 06:18:44 GMT 2024","5594","Platform","","workbench tests","","","navigator",""
"passed","Wed May 08 06:12:14 GMT 2024","Wed May 08 06:12:26 GMT 2024","11818","Platform","","Fulltext index > Issues","","","Search updated issue",""
"skipped","Wed May 08 06:14:12 GMT 2024","Wed May 08 06:14:12 GMT 2024","1","Platform","","contact tests","","","manage-templates",""
"passed","Wed May 08 06:16:47 GMT 2024","Wed May 08 06:16:53 GMT 2024","6480","Platform","","tracker layout tests","","","issues-modified-ordering-layout",""
"passed","Wed May 08 06:11:59 GMT 2024","Wed May 08 06:12:06 GMT 2024","7267","Platform","","Fulltext index > Documents","","","Search removed document",""
"passed","Wed May 08 06:17:04 GMT 2024","Wed May 08 06:17:14 GMT 2024","9872","Platform","","Tracker public link issues tests","","","Public link generate",""
"passed","Wed May 08 06:19:19 GMT 2024","Wed May 08 06:19:30 GMT 2024","11120","Platform","","Workspace tests","","","Create a workspace with join link - existing account",""
"passed","Wed May 08 06:11:50 GMT 2024","Wed May 08 06:11:59 GMT 2024","8783","Platform","","Fulltext index > Documents","","","Search updated document",""
"passed","Wed May 08 06:17:25 GMT 2024","Wed May 08 06:17:34 GMT 2024","9192","Platform","","Relations","","","Mark as blocked by",""
"passed","Wed May 08 06:16:14 GMT 2024","Wed May 08 06:16:20 GMT 2024","6208","Platform","","tracker layout tests","","","issues-assignee-grouping-layout",""
"passed","Wed May 08 06:16:20 GMT 2024","Wed May 08 06:16:26 GMT 2024","6112","Platform","","tracker layout tests","","","issues-priority-grouping-layout",""
"skipped","Wed May 08 06:12:56 GMT 2024","Wed May 08 06:12:56 GMT 2024","0","Platform","","Application tests","","","Edit an Application",""
"passed","Wed May 08 06:19:27 GMT 2024","Wed May 08 06:19:40 GMT 2024","12944","Platform","","Tracker tests","","","report-multiple-time-from-issue-card",""
"passed","Wed May 08 06:11:09 GMT 2024","Wed May 08 06:11:19 GMT 2024","9371","Platform","","Collaborative test for issue","","","First user change assignee, second user should see assigned issue",""
"passed","Wed May 08 06:11:18 GMT 2024","Wed May 08 06:11:23 GMT 2024","4945","Platform","","contact tests","","","kick-and-delete-employee",""
"passed","Wed May 08 06:19:04 GMT 2024","Wed May 08 06:19:27 GMT 2024","22690","Platform","","Tracker tests","","","report-time-from-issue-card",""
"passed","Wed May 08 06:14:12 GMT 2024","Wed May 08 06:14:20 GMT 2024","8582","Platform","","Attachments tests","","","Create issue with several attachment test",""
"passed","Wed May 08 06:16:29 GMT 2024","Wed May 08 06:16:35 GMT 2024","6567","Platform","","Mentions issue tests","","","If user mentioned in the issue than he should be added as Collaborators",""
"passed","Wed May 08 06:15:39 GMT 2024","Wed May 08 06:15:46 GMT 2024","6744","Platform","","Tracker issue tests","","","Create an Issue from template",""
"passed","Wed May 08 06:11:34 GMT 2024","Wed May 08 06:11:38 GMT 2024","3446","Platform","","Teamspace tests","","","Archive teamspace",""
"passed","Wed May 08 06:13:21 GMT 2024","Wed May 08 06:13:25 GMT 2024","4727","Platform","","Companies tests","","","Delete a Company",""
"passed","Wed May 08 06:15:55 GMT 2024","Wed May 08 06:16:14 GMT 2024","18980","Platform","","tracker layout tests","","","issues-status-grouping-layout",""
"passed","Wed May 08 06:17:20 GMT 2024","Wed May 08 06:17:32 GMT 2024","12557","Platform","","Tracker related issue tests","","","New related issue",""
"passed","Wed May 08 06:14:20 GMT 2024","Wed May 08 06:14:26 GMT 2024","5902","Platform","","Tracker component tests","","","create-component-issue",""
"passed","Wed May 08 06:11:04 GMT 2024","Wed May 08 06:11:08 GMT 2024","4340","Platform","","contact tests","","","create-company",""
"passed","Wed May 08 06:11:43 GMT 2024","Wed May 08 06:11:50 GMT 2024","7111","Platform","","Fulltext index > Documents","","","Search created document",""
"passed","Wed May 08 06:14:02 GMT 2024","Wed May 08 06:14:07 GMT 2024","4608","Platform","","contact tests","","","update-profile",""
"passed","Wed May 08 06:17:57 GMT 2024","Wed May 08 06:18:08 GMT 2024","10581","Platform","","Relations","","","Remove relation be editing issue details",""
"passed","Wed May 08 06:13:48 GMT 2024","Wed May 08 06:13:53 GMT 2024","5251","Platform","","Vacancy tests","","","Filter vacancies",""
"passed","Wed May 08 06:13:30 GMT 2024","Wed May 08 06:13:36 GMT 2024","5874","Platform","","candidate/talents tests","","","create-candidate",""
"passed","Wed May 08 06:12:56 GMT 2024","Wed May 08 06:13:04 GMT 2024","8564","Platform","","Application tests","","","Change Done status",""
"passed","Wed May 08 06:15:21 GMT 2024","Wed May 08 06:15:30 GMT 2024","9457","Platform","","Tracker issue tests","","","Move to project",""
"passed","Wed May 08 06:14:11 GMT 2024","Wed May 08 06:14:17 GMT 2024","5939","Platform","","recruit tests","","","create-skill-candidate-with-skill",""
"passed","Wed May 08 06:14:07 GMT 2024","Wed May 08 06:14:12 GMT 2024","4894","Platform","","contact tests","","","create-template",""
"passed","Wed May 08 06:16:35 GMT 2024","Wed May 08 06:16:42 GMT 2024","6609","Platform","","Mentions issue tests","","","When Change assigner user should be added as Collaborators",""
"passed","Wed May 08 06:11:19 GMT 2024","Wed May 08 06:11:29 GMT 2024","10725","Platform","","Documents link tests","","","Document public link revoke",""
"passed","Wed May 08 06:12:14 GMT 2024","Wed May 08 06:12:24 GMT 2024","9613","Platform","","Planning ToDo tests","","","Add several slots for the same day",""
