"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 20 15:32:04 GMT 2023","Mon Nov 20 15:32:16 GMT 2023","11650","Tracker tests","tracker/issues.spec.ts","Tracker issue tests","","","Create an issue with all parameters and attachments",""
"passed","Mon Nov 20 15:33:22 GMT 2023","Mon Nov 20 15:33:27 GMT 2023","5034","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-priority-ordering-layout",""
"passed","Mon Nov 20 15:33:34 GMT 2023","Mon Nov 20 15:33:48 GMT 2023","14263","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-time-from-issue-card",""
"passed","Mon Nov 20 15:32:50 GMT 2023","Mon Nov 20 15:32:55 GMT 2023","4304","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-assignee-grouping-layout",""
"passed","Mon Nov 20 15:31:52 GMT 2023","Mon Nov 20 15:31:57 GMT 2023","4934","Recruit test","tags.spec.ts","recruit tests","","","create-skill-candidate-with-skill",""
"passed","Mon Nov 20 15:33:07 GMT 2023","Mon Nov 20 15:33:11 GMT 2023","4471","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-no grouping-grouping-layout",""
"passed","Mon Nov 20 15:33:55 GMT 2023","Mon Nov 20 15:34:07 GMT 2023","12380","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-time-from-main-view",""
"passed","Mon Nov 20 15:31:44 GMT 2023","Mon Nov 20 15:31:47 GMT 2023","2848","Contact test","settings.spec.ts","contact tests","","","create-template",""
"passed","Mon Nov 20 15:33:31 GMT 2023","Mon Nov 20 15:33:33 GMT 2023","2477","Workbench test","workbench.spec.ts","workbench tests","","","check-for-last-loc",""
"passed","Mon Nov 20 15:32:34 GMT 2023","Mon Nov 20 15:32:36 GMT 2023","2096","Tracker tests","tracker/loading.spec.ts","","","","check-status-loading",""
"passed","Mon Nov 20 15:33:08 GMT 2023","Mon Nov 20 15:33:20 GMT 2023","12086","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","save-view-options",""
"passed","Mon Nov 20 15:32:58 GMT 2023","Mon Nov 20 15:33:02 GMT 2023","3617","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-component-grouping-layout",""
