"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 04 06:54:22 GMT 2023","Mon Dec 04 06:54:28 GMT 2023","5929","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-priority-ordering-layout",""
"passed","Mon Dec 04 06:51:57 GMT 2023","Mon Dec 04 06:52:11 GMT 2023","13118","Talents tests","recruiting/talents.spec.ts","candidate/talents tests","","","Merge contacts",""
"passed","Mon Dec 04 06:54:23 GMT 2023","Mon Dec 04 06:54:38 GMT 2023","14830","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","my-issues",""
"passed","Mon Dec 04 06:51:18 GMT 2023","Mon Dec 04 06:51:31 GMT 2023","13891","Collaborative test","collaborative/issues.spec.ts","Collaborative test for issue","","","First user change assignee, second user should see assigned issue",""
"passed","Mon Dec 04 06:52:25 GMT 2023","Mon Dec 04 06:52:43 GMT 2023","17551","Tracker tests","tracker/filter.spec.ts","Tracker filters tests","","","Modified date",""
"passed","Mon Dec 04 06:53:40 GMT 2023","Mon Dec 04 06:54:08 GMT 2023","28159","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","issues-status-display",""
"passed","Mon Dec 04 06:52:02 GMT 2023","Mon Dec 04 06:52:06 GMT 2023","3475","Vacancy tests","recruiting/vacancies.spec.ts","Vacancy tests","","","use-kanban",""
"passed","Mon Dec 04 06:50:31 GMT 2023","Mon Dec 04 06:50:35 GMT 2023","4378","Actions tests","actions.spec.ts","actions tests","","","action-new-candidate",""
"passed","Mon Dec 04 06:50:31 GMT 2023","Mon Dec 04 06:50:35 GMT 2023","4791","Channel tests","channel.spec.ts","channel tests","","","create new private channel tests",""
"passed","Mon Dec 04 06:52:18 GMT 2023","Mon Dec 04 06:52:25 GMT 2023","7153","Recruit test","tags.spec.ts","recruit tests","","","create-tag-candidate",""
"passed","Mon Dec 04 06:50:35 GMT 2023","Mon Dec 04 06:50:39 GMT 2023","4136","Actions tests","actions.spec.ts","actions tests","","","action-switch-vacancies",""
"passed","Mon Dec 04 06:54:28 GMT 2023","Mon Dec 04 06:54:31 GMT 2023","3581","Workbench test","workbench.spec.ts","workbench tests","","","navigator",""
"passed","Mon Dec 04 06:54:38 GMT 2023","Mon Dec 04 06:54:54 GMT 2023","16051","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-time-from-issue-card",""
"passed","Mon Dec 04 06:51:10 GMT 2023","Mon Dec 04 06:51:14 GMT 2023","3993","Contact test","contacts.spec.ts","contact tests","","","kick-and-delete-employee",""
"passed","Mon Dec 04 06:50:35 GMT 2023","Mon Dec 04 06:50:52 GMT 2023","16787","Collaborative tests","collaborative/applications.spec.ts","Collaborative tests for Application","","","Add comment from several users",""
"passed","Mon Dec 04 06:53:08 GMT 2023","Mon Dec 04 06:53:11 GMT 2023","2422","Tracker tests","tracker/loading.spec.ts","","","","check-status-loading",""
"passed","Mon Dec 04 06:53:11 GMT 2023","Mon Dec 04 06:53:16 GMT 2023","5795","Tracker tests","tracker/projects.spec.ts","component tests","","","create-component-issue",""
"passed","Mon Dec 04 06:51:49 GMT 2023","Mon Dec 04 06:51:57 GMT 2023","8264","Application tests","recruiting/applications.spec.ts","Application tests","","","Change & Save all States",""
"passed","Mon Dec 04 06:54:00 GMT 2023","Mon Dec 04 06:54:05 GMT 2023","4946","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-milestone-grouping-layout",""
"passed","Mon Dec 04 06:53:23 GMT 2023","Mon Dec 04 06:53:37 GMT 2023","14104","Tracker tests","tracker/template.spec.ts","Tracker template tests","","","Edit a Template",""
"passed","Mon Dec 04 06:52:13 GMT 2023","Mon Dec 04 06:52:18 GMT 2023","4912","Recruit test","tags.spec.ts","recruit tests","","","create-skill-candidate-with-skill",""
"passed","Mon Dec 04 06:54:05 GMT 2023","Mon Dec 04 06:54:11 GMT 2023","5542","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-no grouping-grouping-layout",""
"passed","Mon Dec 04 06:55:02 GMT 2023","Mon Dec 04 06:55:15 GMT 2023","13583","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-time-from-main-view",""
"passed","Mon Dec 04 06:52:38 GMT 2023","Mon Dec 04 06:53:08 GMT 2023","30405","Tracker tests","tracker/issues.spec.ts","Tracker issue tests","","","Edit an issue",""
"passed","Mon Dec 04 06:55:15 GMT 2023","Mon Dec 04 06:55:21 GMT 2023","5733","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","create-issue-draft",""
"passed","Mon Dec 04 06:54:11 GMT 2023","Mon Dec 04 06:54:16 GMT 2023","5477","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-status-ordering-layout",""
"passed","Mon Dec 04 06:53:37 GMT 2023","Mon Dec 04 06:53:40 GMT 2023","3369","Tracker tests","tracker/template.spec.ts","Tracker template tests","","","Delete Template",""
"passed","Mon Dec 04 06:54:08 GMT 2023","Mon Dec 04 06:54:23 GMT 2023","15192","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","save-view-options",""
"passed","Mon Dec 04 06:55:21 GMT 2023","Mon Dec 04 06:55:30 GMT 2023","8395","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","sub-issue-draft",""
"passed","Mon Dec 04 06:52:11 GMT 2023","Mon Dec 04 06:52:15 GMT 2023","4351","Contact test","settings.spec.ts","contact tests","","","update-profile",""
"passed","Mon Dec 04 06:51:27 GMT 2023","Mon Dec 04 06:51:34 GMT 2023","6582","Application tests","recruiting/applications.spec.ts","Application tests","","","Edit an Application",""
"passed","Mon Dec 04 06:51:16 GMT 2023","Mon Dec 04 06:51:21 GMT 2023","5452","Recruit test","org.members.spec.ts","recruit tests","","","org-add-member",""
"passed","Mon Dec 04 06:50:52 GMT 2023","Mon Dec 04 06:50:57 GMT 2023","4703","Duplicate Org test","contact.duplicate.spec.ts","duplicate-org-test","","","check-contact-exists",""
"passed","Mon Dec 04 06:51:34 GMT 2023","Mon Dec 04 06:51:42 GMT 2023","8302","Application tests","recruiting/applications.spec.ts","Application tests","","","Change Done status",""
"passed","Mon Dec 04 06:50:44 GMT 2023","Mon Dec 04 06:51:03 GMT 2023","19480","Collaborative test","collaborative/issues.spec.ts","Collaborative test for issue","","","Issues can be assigned to another users",""
"passed","Mon Dec 04 06:50:57 GMT 2023","Mon Dec 04 06:51:00 GMT 2023","2998","Contact test","contacts.spec.ts","contact tests","","","create-contact",""
"passed","Mon Dec 04 06:51:02 GMT 2023","Mon Dec 04 06:51:06 GMT 2023","3498","Contact test","contacts.spec.ts","contact tests","","","contact-search",""
"passed","Mon Dec 04 06:52:25 GMT 2023","Mon Dec 04 06:52:38 GMT 2023","12414","Tracker tests","tracker/issues.spec.ts","Tracker issue tests","","","Create an issue with all parameters and attachments",""
"passed","Mon Dec 04 06:52:06 GMT 2023","Mon Dec 04 06:52:13 GMT 2023","7326","Vacancy tests","recruiting/vacancies.spec.ts","Vacancy tests","","","Edit a Vacancy",""
"passed","Mon Dec 04 06:51:38 GMT 2023","Mon Dec 04 06:51:44 GMT 2023","5949","Talents tests","recruiting/talents.spec.ts","candidate/talents tests","","","create-candidate",""
"passed","Mon Dec 04 06:52:15 GMT 2023","Mon Dec 04 06:52:19 GMT 2023","4398","Contact test","settings.spec.ts","contact tests","","","create-template",""
"passed","Mon Dec 04 06:53:01 GMT 2023","Mon Dec 04 06:53:48 GMT 2023","46991","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-status-grouping-layout",""
"passed","Mon Dec 04 06:51:06 GMT 2023","Mon Dec 04 06:51:10 GMT 2023","4423","Contact test","contacts.spec.ts","contact tests","","","delete-contact",""
"passed","Mon Dec 04 06:51:21 GMT 2023","Mon Dec 04 06:51:27 GMT 2023","6048","Application tests","recruiting/applications.spec.ts","Application tests","","","create application",""
"passed","Mon Dec 04 06:51:14 GMT 2023","Mon Dec 04 06:51:16 GMT 2023","1615","Login test","login.spec.ts","login test","","","check login",""
"passed","Mon Dec 04 06:51:52 GMT 2023","Mon Dec 04 06:51:57 GMT 2023","5005","Talents tests","recruiting/talents.spec.ts","candidate/talents tests","","","Delete the Talent",""
"passed","Mon Dec 04 06:52:43 GMT 2023","Mon Dec 04 06:53:00 GMT 2023","17847","Tracker tests","tracker/filter.spec.ts","Tracker filters tests","","","Created date",""
"passed","Mon Dec 04 06:54:16 GMT 2023","Mon Dec 04 06:54:22 GMT 2023","5558","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-modified-ordering-layout",""
"passed","Mon Dec 04 06:53:52 GMT 2023","Mon Dec 04 06:53:56 GMT 2023","4515","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-priority-grouping-layout",""
"passed","Mon Dec 04 06:51:03 GMT 2023","Mon Dec 04 06:51:18 GMT 2023","14584","Collaborative test","collaborative/issues.spec.ts","Collaborative test for issue","","","Issues status can be changed by another users",""
"passed","Mon Dec 04 06:50:39 GMT 2023","Mon Dec 04 06:50:44 GMT 2023","4472","Actions tests","actions.spec.ts","actions tests","","","action-switch-applications",""
"passed","Mon Dec 04 06:51:57 GMT 2023","Mon Dec 04 06:52:02 GMT 2023","4738","Vacancy tests","recruiting/vacancies.spec.ts","Vacancy tests","","","create-vacancy",""
"passed","Mon Dec 04 06:54:54 GMT 2023","Mon Dec 04 06:55:02 GMT 2023","7647","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-multiple-time-from-issue-card",""
"passed","Mon Dec 04 06:53:16 GMT 2023","Mon Dec 04 06:53:23 GMT 2023","6035","Tracker tests","tracker/template.spec.ts","Tracker template tests","","","Create a Template",""
"passed","Mon Dec 04 06:51:42 GMT 2023","Mon Dec 04 06:51:49 GMT 2023","6881","Application tests","recruiting/applications.spec.ts","Application tests","","","Delete an Application",""
