"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 15 19:11:21 GMT 2024","Thu Feb 15 19:11:27 GMT 2024","5461","Contact test","settings.spec.ts","contact tests","","","create-template",""
"passed","Thu Feb 15 19:13:57 GMT 2024","Thu Feb 15 19:14:01 GMT 2024","3295","Tracker tests","tracker/loading.spec.ts","","","","check-status-loading",""
"passed","Thu Feb 15 19:14:44 GMT 2024","Thu Feb 15 19:14:58 GMT 2024","14100","Tracker tests","tracker/subissues.spec.ts","Tracker sub-issues tests","","","create sub-issue",""
"passed","Thu Feb 15 19:10:19 GMT 2024","Thu Feb 15 19:10:27 GMT 2024","8638","Recruiting tests","recruiting/companies.spec.ts","Companies tests","","","Edit a Company",""
"passed","Thu Feb 15 19:09:30 GMT 2024","Thu Feb 15 19:09:36 GMT 2024","5566","Actions tests","actions.spec.ts","actions tests","","","action-switch-applications",""
"passed","Thu Feb 15 19:10:59 GMT 2024","Thu Feb 15 19:11:16 GMT 2024","16819","Recruiting tests","recruiting/talents.spec.ts","candidate/talents tests","","","Merge contacts",""
"passed","Thu Feb 15 19:15:32 GMT 2024","Thu Feb 15 19:15:43 GMT 2024","10694","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","issues-status-display",""
"passed","Thu Feb 15 19:13:38 GMT 2024","Thu Feb 15 19:13:44 GMT 2024","6036","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-no grouping-grouping-layout",""
"passed","Thu Feb 15 19:10:50 GMT 2024","Thu Feb 15 19:10:54 GMT 2024","4426","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","use-kanban",""
"passed","Thu Feb 15 19:14:58 GMT 2024","Thu Feb 15 19:15:13 GMT 2024","15693","Tracker tests","tracker/subissues.spec.ts","Tracker sub-issues tests","","","Edit a sub-issue",""
"passed","Thu Feb 15 19:11:27 GMT 2024","Thu Feb 15 19:11:31 GMT 2024","4109","Contact test","settings.spec.ts","contact tests","","","manage-templates",""
"skipped","Thu Feb 15 19:09:19 GMT 2024","Thu Feb 15 19:09:19 GMT 2024","2","chromium","channel.spec.ts","channel tests","","","create new private channel tests",""
"passed","Thu Feb 15 19:10:36 GMT 2024","Thu Feb 15 19:10:45 GMT 2024","8501","Recruiting tests","recruiting/applications.spec.ts","Application tests","","","Comment stored after reload the page",""
