"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Mar 04 14:07:28 GMT 2024","Mon Mar 04 14:07:28 GMT 2024","1","Platform","","channel tests","","","create new private channel tests",""
"passed","Mon Mar 04 14:09:17 GMT 2024","Mon Mar 04 14:09:22 GMT 2024","4855","Platform","","candidate/talents tests","","","Delete the Talent",""
"passed","Mon Mar 04 14:12:29 GMT 2024","Mon Mar 04 14:12:33 GMT 2024","4278","Platform","","Tracker milestone tests","","","Delete a Milestone",""
"passed","Mon Mar 04 14:11:41 GMT 2024","Mon Mar 04 14:11:49 GMT 2024","7728","Platform","","Tracker issue tests","","","Add comment by popup",""
"passed","Mon Mar 04 14:09:17 GMT 2024","Mon Mar 04 14:09:21 GMT 2024","3808","Platform","","Vacancy tests","","","use-kanban",""
"passed","Mon Mar 04 14:10:09 GMT 2024","Mon Mar 04 14:10:13 GMT 2024","3905","Platform","","Tracker component tests","","","Delete a component",""
"skipped","Mon Mar 04 14:08:40 GMT 2024","Mon Mar 04 14:08:40 GMT 2024","1","Platform","","Application tests","","","Edit an Application",""
"passed","Mon Mar 04 14:08:57 GMT 2024","Mon Mar 04 14:09:02 GMT 2024","4997","Platform","","review tests","","","create-review",""
"passed","Mon Mar 04 14:14:13 GMT 2024","Mon Mar 04 14:14:26 GMT 2024","13108","Platform","","Workspace tests","","","Create a new issue in the workspace with a custom name",""
"passed","Mon Mar 04 14:13:26 GMT 2024","Mon Mar 04 14:13:34 GMT 2024","7799","Platform","","Tracker sub-issues tests","","","Create sub-issue from template",""
"passed","Mon Mar 04 14:09:21 GMT 2024","Mon Mar 04 14:09:29 GMT 2024","8313","Platform","","Vacancy tests","","","Edit a Vacancy",""
"passed","Mon Mar 04 14:08:39 GMT 2024","Mon Mar 04 14:08:44 GMT 2024","5179","Platform","","Companies tests","","","Create a new Company",""
"passed","Mon Mar 04 14:15:03 GMT 2024","Mon Mar 04 14:15:08 GMT 2024","4736","Platform","","Tracker tests","","","create-issue-draft",""
"passed","Mon Mar 04 14:09:48 GMT 2024","Mon Mar 04 14:09:55 GMT 2024","7014","Platform","","recruit tests","","","create-tag-candidate",""
"passed","Mon Mar 04 14:09:41 GMT 2024","Mon Mar 04 14:09:45 GMT 2024","4518","Platform","","contact tests","","","update-profile",""
"passed","Mon Mar 04 14:08:44 GMT 2024","Mon Mar 04 14:08:52 GMT 2024","7878","Platform","","Companies tests","","","Edit a Company",""
"passed","Mon Mar 04 14:08:09 GMT 2024","Mon Mar 04 14:08:13 GMT 2024","4729","Platform","","contact tests","","","kick-and-delete-employee",""
"passed","Mon Mar 04 14:11:57 GMT 2024","Mon Mar 04 14:12:03 GMT 2024","6168","Platform","","tracker layout tests","","","issues-component-grouping-layout",""
"skipped","Mon Mar 04 14:10:51 GMT 2024","Mon Mar 04 14:10:51 GMT 2024","1","Platform","","Tracker issue tests","","","Set parent issue",""
"passed","Mon Mar 04 14:14:42 GMT 2024","Mon Mar 04 14:14:54 GMT 2024","12135","Platform","","Tracker tests","","","report-multiple-time-from-issue-card",""
"passed","Mon Mar 04 14:14:07 GMT 2024","Mon Mar 04 14:14:20 GMT 2024","13020","Platform","","Tracker tests","","","my-issues",""
"passed","Mon Mar 04 14:10:18 GMT 2024","Mon Mar 04 14:10:34 GMT 2024","16092","Platform","","Tracker filters tests","","","Created date",""
"passed","Mon Mar 04 14:10:51 GMT 2024","Mon Mar 04 14:10:59 GMT 2024","7931","Platform","","Tracker issue tests","","","Move to project",""
"passed","Mon Mar 04 14:10:59 GMT 2024","Mon Mar 04 14:11:07 GMT 2024","7862","Platform","","Tracker issue tests","","","Comment stored after reload the page",""
"passed","Mon Mar 04 14:11:59 GMT 2024","Mon Mar 04 14:12:06 GMT 2024","7154","Platform","","Mentions issue tests","","","When Change assigner user should be added as Collaborators",""
"passed","Mon Mar 04 14:11:24 GMT 2024","Mon Mar 04 14:11:43 GMT 2024","18865","Platform","","tracker layout tests","","","issues-status-grouping-layout",""
