"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 18:07:36 GMT 2024","Tue Feb 20 18:07:38 GMT 2024","1835","Platform","","Workspace tests","","","Check validation steps description for the create flow",""
"passed","Tue Feb 20 18:01:40 GMT 2024","Tue Feb 20 18:01:46 GMT 2024","5921","Platform","","Companies tests","","","Create a new Company",""
"passed","Tue Feb 20 18:07:19 GMT 2024","Tue Feb 20 18:07:36 GMT 2024","17158","Platform","","Workspace tests","","","Create a new issue in the workspace with a custom name",""
"passed","Tue Feb 20 18:06:07 GMT 2024","Tue Feb 20 18:06:24 GMT 2024","16147","Platform","","Tracker related issue tests","","","New related issue",""
"passed","Tue Feb 20 18:04:22 GMT 2024","Tue Feb 20 18:04:27 GMT 2024","5192","Platform","","Tracker filters tests","","","Component filter",""
"passed","Tue Feb 20 18:03:00 GMT 2024","Tue Feb 20 18:03:11 GMT 2024","11031","Platform","","Attachments tests","","","Create issue with several attachment test",""
"passed","Tue Feb 20 18:02:31 GMT 2024","Tue Feb 20 18:02:36 GMT 2024","5400","Platform","","Vacancy tests","","","Filter vacancies",""
"skipped","Tue Feb 20 18:01:40 GMT 2024","Tue Feb 20 18:01:40 GMT 2024","1","Platform","","Application tests","","","Edit an Application",""
"passed","Tue Feb 20 18:01:49 GMT 2024","Tue Feb 20 18:01:55 GMT 2024","6180","Platform","","Application tests","","","Delete an Application",""
"passed","Tue Feb 20 18:08:24 GMT 2024","Tue Feb 20 18:08:31 GMT 2024","7498","Platform","","Tracker tests","","","report-multiple-time-from-issue-card",""
"passed","Tue Feb 20 18:07:55 GMT 2024","Tue Feb 20 18:08:09 GMT 2024","14034","Platform","","Tracker tests","","","my-issues",""
"passed","Tue Feb 20 18:00:55 GMT 2024","Tue Feb 20 18:01:00 GMT 2024","4769","Platform","","actions tests","","","action-switch-vacancies",""
"passed","Tue Feb 20 18:05:49 GMT 2024","Tue Feb 20 18:05:54 GMT 2024","5366","Platform","","Tracker Projects tests","","","Create project",""
"passed","Tue Feb 20 18:04:27 GMT 2024","Tue Feb 20 18:04:49 GMT 2024","21761","Platform","","tracker layout tests","","","issues-status-grouping-layout",""
"passed","Tue Feb 20 18:05:09 GMT 2024","Tue Feb 20 18:05:14 GMT 2024","4544","Platform","","tracker layout tests","","","issues-no grouping-grouping-layout",""
