"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 06 09:24:08 GMT 2024","Mon May 06 09:24:20 GMT 2024","12157","Platform","","Tracker issue tests","","","Create an issue with all parameters and attachments",""
"passed","Mon May 06 09:25:34 GMT 2024","Mon May 06 09:25:40 GMT 2024","5926","Platform","","tracker layout tests","","","issues-component-grouping-layout",""
"passed","Mon May 06 09:25:45 GMT 2024","Mon May 06 09:25:48 GMT 2024","3131","Platform","","","","","check-status-loading",""
"passed","Mon May 06 09:22:45 GMT 2024","Mon May 06 09:22:54 GMT 2024","9351","Platform","","Application tests","","","Comment stored after reload the page",""
"passed","Mon May 06 09:27:59 GMT 2024","Mon May 06 09:28:02 GMT 2024","3698","Platform","","workbench tests","","","check-for-last-loc",""
"passed","Mon May 06 09:27:58 GMT 2024","Mon May 06 09:28:13 GMT 2024","15218","Platform","","Tracker tests","","","my-issues",""
"passed","Mon May 06 09:24:57 GMT 2024","Mon May 06 09:25:04 GMT 2024","7189","Platform","","Tracker filters tests","","","Label filter",""
"passed","Mon May 06 09:19:53 GMT 2024","Mon May 06 09:19:58 GMT 2024","4506","Platform","","actions tests","","","action-new-candidate",""
"passed","Mon May 06 09:28:48 GMT 2024","Mon May 06 09:29:00 GMT 2024","12081","Platform","","Tracker tests","","","report-time-from-main-view",""
"passed","Mon May 06 09:19:58 GMT 2024","Mon May 06 09:20:03 GMT 2024","5567","Platform","","actions tests","","","action-switch-vacancies",""
"passed","Mon May 06 09:20:47 GMT 2024","Mon May 06 09:20:51 GMT 2024","4120","Platform","","Documents tests","","","Create a document",""
"passed","Mon May 06 09:27:53 GMT 2024","Mon May 06 09:27:59 GMT 2024","5746","Platform","","workbench tests","","","navigator",""
"passed","Mon May 06 09:20:16 GMT 2024","Mon May 06 09:20:27 GMT 2024","11015","Platform","","Collaborative test for issue","","","Issues status can be changed by another users",""
"passed","Mon May 06 09:23:58 GMT 2024","Mon May 06 09:24:08 GMT 2024","10112","Platform","","Tracker duplicate issue tests","","","Create duplicate issues with the same title",""
"passed","Mon May 06 09:26:22 GMT 2024","Mon May 06 09:26:33 GMT 2024","10417","Platform","","Tracker public link issues tests","","","Public link generate",""
"passed","Mon May 06 09:24:20 GMT 2024","Mon May 06 09:24:39 GMT 2024","19231","Platform","","Tracker issue tests","","","Edit an issue",""
"passed","Mon May 06 09:21:39 GMT 2024","Mon May 06 09:21:51 GMT 2024","11978","Platform","","Planning ToDo tests","","","Delete and add a new time slot",""
"skipped","Mon May 06 09:23:41 GMT 2024","Mon May 06 09:23:41 GMT 2024","1","Platform","","Tracker filters tests","","","Created date",""
"passed","Mon May 06 09:20:51 GMT 2024","Mon May 06 09:20:56 GMT 2024","5022","Platform","","Documents tests","","","Edit document",""
"passed","Mon May 06 09:26:08 GMT 2024","Mon May 06 09:26:14 GMT 2024","5397","Platform","","Tracker Projects tests","","","Create project",""
