"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 04 12:48:36 GMT 2024","Thu Jan 04 12:48:47 GMT 2024","10825","Tracker tests","tracker/issues.spec.ts","Tracker issue tests","","","Move to project",""
"passed","Thu Jan 04 12:50:32 GMT 2024","Thu Jan 04 12:50:46 GMT 2024","13297","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","issues-status-display",""
"passed","Thu Jan 04 12:45:01 GMT 2024","Thu Jan 04 12:45:06 GMT 2024","4804","Actions tests","actions.spec.ts","actions tests","","","action-new-candidate",""
"passed","Thu Jan 04 12:49:24 GMT 2024","Thu Jan 04 12:49:29 GMT 2024","5535","Tracker tests","tracker/milestone.spec.ts","Tracker milestone tests","","","Edit a Milestone",""
"passed","Thu Jan 04 12:46:21 GMT 2024","Thu Jan 04 12:46:29 GMT 2024","8260","Recruiting tests","recruiting/applications.spec.ts","Application tests","","","Change & Save all States",""
"passed","Thu Jan 04 12:49:33 GMT 2024","Thu Jan 04 12:49:40 GMT 2024","7075","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-modified-ordering-layout",""
"passed","Thu Jan 04 12:50:46 GMT 2024","Thu Jan 04 12:50:57 GMT 2024","11835","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","save-view-options",""
"passed","Thu Jan 04 12:49:20 GMT 2024","Thu Jan 04 12:49:26 GMT 2024","6054","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-no grouping-grouping-layout",""
"passed","Thu Jan 04 12:46:20 GMT 2024","Thu Jan 04 12:46:24 GMT 2024","4416","Recruiting tests","recruiting/companies.spec.ts","Companies tests","","","Delete a Company",""
"passed","Thu Jan 04 12:47:21 GMT 2024","Thu Jan 04 12:47:36 GMT 2024","14735","Tracker tests","tracker/filter.spec.ts","Tracker filters tests","","","Modified date",""
"passed","Thu Jan 04 12:45:51 GMT 2024","Thu Jan 04 12:46:05 GMT 2024","14315","Collaborative tests","collaborative/issues.spec.ts","Collaborative test for issue","","","First user change assignee, second user should see assigned issue",""
"passed","Thu Jan 04 12:45:31 GMT 2024","Thu Jan 04 12:45:34 GMT 2024","3335","Contact test","contacts.spec.ts","contact tests","","","create-company",""
"passed","Thu Jan 04 12:50:23 GMT 2024","Thu Jan 04 12:50:35 GMT 2024","12626","Tracker tests","tracker/subissues.spec.ts","Tracker sub-issues tests","","","Delete a sub-issue",""
"passed","Thu Jan 04 12:49:40 GMT 2024","Thu Jan 04 12:49:47 GMT 2024","6879","Tracker tests","tracker/layout.spec.ts","tracker layout tests","","","issues-priority-ordering-layout",""
"passed","Thu Jan 04 12:46:37 GMT 2024","Thu Jan 04 12:46:42 GMT 2024","5157","Recruiting tests","recruiting/vacancies.spec.ts","Vacancy tests","","","create-vacancy",""
"passed","Thu Jan 04 12:47:31 GMT 2024","Thu Jan 04 12:47:34 GMT 2024","3648","Tracker tests","tracker/component.spec.ts","Tracker component tests","","","Delete a component",""
"passed","Thu Jan 04 12:46:29 GMT 2024","Thu Jan 04 12:46:37 GMT 2024","7522","Recruiting tests","recruiting/applications.spec.ts","Application tests","","","Comment stored after reload the page",""
"passed","Thu Jan 04 12:51:27 GMT 2024","Thu Jan 04 12:51:35 GMT 2024","8200","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","report-multiple-time-from-issue-card",""
"passed","Thu Jan 04 12:51:48 GMT 2024","Thu Jan 04 12:51:53 GMT 2024","5563","Tracker tests","tracker/tracker.spec.ts","Tracker tests","","","create-issue-draft",""
"passed","Thu Jan 04 12:46:30 GMT 2024","Thu Jan 04 12:46:35 GMT 2024","5459","Recruiting tests","recruiting/talents.spec.ts","candidate/talents tests","","","create-candidate",""
